id,text,external_id
Recámaras,2,176
Baños,2,176
Estacionamientos,1,176
Antigüedad,-1 años,176
Superficie total,61 m²,177
Superficie construida,61 m²,177
Recámaras,1,177
Baños,2,177
Estacionamientos,1,177
Antigüedad,-1 años,177
Superficie total,86 m²,178
Superficie construida,86 m²,178
Recámaras,2,178
Baños,2,178
Estacionamientos,1,178
Antigüedad,-1 años,178
Superficie total,122 m²,179
Superficie construida,122 m²,179
Recámaras,2,179
Baños,3,179
Estacionamientos,1,179
Antigüedad,0 años,179
Superficie total,70 m²,180
Superficie construida,70 m²,180
Recámaras,1,180
Baños,1,180
Antigüedad,30 años,180
Superficie total,1202 m²,181
Superficie construida,2476 m²,181
Baños,30,181
Antigüedad,15 años,181
Superficie total,202 m²,182
Superficie construida,202 m²,182
Recámaras,3,182
Baños,2,182
Estacionamientos,2,182
Superficie total,116 m²,183
Superficie construida,116 m²,183
Recámaras,1,183
Baños,1,183
Estacionamientos,1,183
Superficie total,470 m²,184
Superficie construida,403 m²,184
Baños,2,184
Antigüedad,10 años,184
Superficie total,69 m²,185
Superficie construida,69 m²,185
Recámaras,2,185
Baños,2,185
Estacionamientos,1,185
Antigüedad,5 años,185
Superficie total,4445 m²,186
Superficie construida,4445 m²,186
Recámaras,1,186
Baños,1,186
Antigüedad,1 años,186
Superficie total,67 m²,187
Superficie construida,67 m²,187
Ambientes,3,187
Recámaras,2,187
Baños,1,187
Estacionamientos,1,187
Antigüedad,0 años,187
Superficie total,37 m²,188
Superficie construida,37 m²,188
Recámaras,1,188
Baños,1,188
Estacionamientos,1,188
Antigüedad,1 años,188
Superficie total,253 m²,189
Acceso,Otro,189
Superficie total,115 m²,190
Superficie construida,115 m²,190
Recámaras,3,190
Baños,1,190
Número de piso de la unidad,2,190
Departamentos por piso,2,190
Cantidad de pisos,4,190
Antigüedad,15 años,190
Disposición,Frente,190
Superficie total,60 m²,191
Superficie construida,60 m²,191
Recámaras,1,191
Baños,1,191
Antigüedad,41 años,191
Superficie total,109 m²,192
Superficie construida,109 m²,192
Recámaras,3,192
Baños,2,192
Estacionamientos,1,192
Superficie total,40 m²,193
Superficie construida,40 m²,193
Baños,1,193
Antigüedad,35 años,193
Superficie total,41 m²,194
Superficie construida,41 m²,194
Recámaras,1,194
Baños,1,194
Estacionamientos,1,194
Superficie total,468 m²,195
Superficie construida,2196 m²,195
Baños,6,195
Antigüedad,0 años,195
Superficie total,83 m²,196
Superficie construida,83 m²,196
Recámaras,2,196
Baños,2,196
Estacionamientos,2,196
Antigüedad,1 años,196
Superficie total,104 m²,197
Superficie construida,104 m²,197
Recámaras,3,197
Baños,2,197
Estacionamientos,1,197
Antigüedad,-1 años,197
Superficie total,126 m²,198
Superficie construida,126 m²,198
Recámaras,2,198
Baños,2,198
Estacionamientos,1,198
Antigüedad,1 años,198
Superficie total,43 m²,199
Superficie construida,43 m²,199
Recámaras,1,199
Baños,1,199
Estacionamientos,1,199
Antigüedad,1 años,199
Superficie total,194 m²,200
Superficie construida,194 m²,200
Recámaras,2,200
Baños,3,200
Estacionamientos,2,200
Antigüedad,0 años,200
Cuota mensual de mantenimiento,4 MXN,200
Superficie total,142 m²,201
Superficie construida,142 m²,201
Ambientes,4,201
Recámaras,2,201
Baños,2,201
Estacionamientos,1,201
Antigüedad,39 años,201
Superficie total,162 m²,202
Superficie construida,162 m²,202
Ambientes,6,202
Recámaras,3,202
Baños,3,202
Estacionamientos,2,202
Antigüedad,0 años,202
Superficie total,63 m²,203
Superficie construida,63 m²,203
Ambientes,1,203
Recámaras,1,203
Baños,1,203
Estacionamientos,1,203
Superficie total,30 m²,204
Superficie construida,30 m²,204
Recámaras,2,204
Baños,2,204
Superficie total,159 m²,205
Superficie construida,159 m²,205
Recámaras,3,205
Baños,2,205
Estacionamientos,1,205
Antigüedad,40 años,205
Superficie total,85 m²,206
Superficie construida,85 m²,206
Recámaras,2,206
Baños,2,206
Estacionamientos,1,206
Antigüedad,25 años,206
Superficie total,74 m²,207
Superficie construida,74 m²,207
Recámaras,2,207
Baños,2,207
Estacionamientos,2,207
Antigüedad,1 años,207
Superficie total,103 m²,208
Superficie construida,103 m²,208
Recámaras,2,208
Baños,2,208
Estacionamientos,1,208
Superficie total,77 m²,209
Superficie construida,77 m²,209
Recámaras,2,209
Baños,2,209
Estacionamientos,1,209
Superficie total,170 m²,210
Superficie construida,170 m²,210
Antigüedad,0 años,210
Superficie total,43 m²,211
Superficie construida,43 m²,211
Recámaras,1,211
Baños,1,211
Estacionamientos,1,211
Antigüedad,0 años,211
Superficie total,359 m²,212
Superficie construida,359 m²,212
Antigüedad,0 años,212
Superficie total,83 m²,213
Superficie construida,83 m²,213
Recámaras,2,213
Baños,2,213
Superficie total,161 m²,214
Superficie construida,161 m²,214
Recámaras,2,214
Baños,2,214
Estacionamientos,2,214
Superficie total,85 m²,215
Superficie construida,85 m²,215
Recámaras,2,215
Baños,2,215
Estacionamientos,1,215
Superficie total,175 m²,216
Superficie construida,175 m²,216
Estacionamientos,2,216
Antigüedad,0 años,216
Ambientes,2,216
Superficie total,470 m²,217
Superficie construida,403 m²,217
Baños,10,217
Antigüedad,15 años,217
Superficie total,70 m²,218
Superficie construida,70 m²,218
Recámaras,2,218
Baños,2,218
Antigüedad,1 años,218
Superficie total,79 m²,219
Superficie construida,79 m²,219
Recámaras,2,219
Baños,2,219
Estacionamientos,1,219
Superficie total,167 m²,220
Superficie construida,167 m²,220
Antigüedad,0 años,220
Superficie total,52 m²,221
Superficie construida,52 m²,221
Baños,1,221
Antigüedad,1 años,221
Superficie total,114 m²,222
Superficie construida,114 m²,222
Recámaras,3,222
Baños,2,222
Estacionamientos,2,222
Superficie total,200 m²,223
Superficie construida,150 m²,223
Recámaras,2,223
Baños,2,223
Estacionamientos,2,223
Admite mascotas,Sí,223
Número de piso de la unidad,4,223
Departamentos por piso,1,223
Cantidad de pisos,4,223
Antigüedad,8 años,223
Disposición,Frente,223
Orientación,Norte,223
Cuota mensual de mantenimiento,3000 MXN,223
Superficie total,100 m²,224
Superficie construida,100 m²,224
Recámaras,1,224
Baños,2,224
Estacionamientos,1,224
Superficie total,93 m²,225
Superficie construida,93 m²,225
Recámaras,3,225
Baños,2,225
Estacionamientos,1,225
Superficie total,162 m²,226
Superficie construida,162 m²,226
Recámaras,3,226
Baños,3,226
Estacionamientos,2,226
Antigüedad,0 años,226
Superficie total,162 m²,227
Superficie construida,162 m²,227
Recámaras,3,227
Baños,3,227
Estacionamientos,2,227
Antigüedad,0 años,227
Superficie total,167 m²,228
Superficie construida,167 m²,228
Recámaras,2,228
Baños,2,228
Estacionamientos,1,228
Antigüedad,0 años,228
Superficie total,90 m²,229
Superficie construida,90 m²,229
Recámaras,2,229
Baños,2,229
Estacionamientos,2,229
Antigüedad,0 años,229
Superficie total,80 m²,230
Superficie construida,80 m²,230
Recámaras,2,230
Baños,1,230
Número de piso de la unidad,1,230
Superficie construida,70 m²,231
Recámaras,2,231
Baños,2,231
Estacionamientos,1,231
Superficie construida,97 m²,232
Recámaras,2,232
Baños,2,232
Estacionamientos,2,232
Superficie total,130 m²,233
Superficie construida,130 m²,233
Recámaras,3,233
Baños,2,233
Estacionamientos,2,233
Antigüedad,1 años,233
Superficie total,130 m²,234
Superficie construida,130 m²,234
Recámaras,3,234
Baños,2,234
Estacionamientos,2,234
Antigüedad,1 años,234
Superficie total,167 m²,235
Superficie construida,167 m²,235
Recámaras,2,235
Baños,2,235
Estacionamientos,1,235
Antigüedad,0 años,235
Superficie total,68 m²,236
Superficie construida,68 m²,236
Antigüedad,0 años,236
Superficie total,63 m²,237
Superficie construida,63 m²,237
Estacionamientos,1,237
Ambientes,2,237
Superficie total,49 m²,238
Superficie construida,49 m²,238
Recámaras,1,238
Baños,1,238
Antigüedad,28 años,238
Superficie total,53 m²,239
Superficie construida,53 m²,239
Recámaras,1,239
Baños,1,239
Antigüedad,28 años,239
Superficie total,54 m²,240
Superficie construida,54 m²,240
Recámaras,1,240
Baños,1,240
Antigüedad,28 años,240
Superficie total,54 m²,241
Superficie construida,54 m²,241
Recámaras,1,241
Baños,1,241
Antigüedad,28 años,241
Superficie total,78 m²,242
Superficie construida,78 m²,242
Recámaras,1,242
Baños,1,242
Antigüedad,28 años,242
Superficie total,85 m²,243
Superficie construida,85 m²,243
Recámaras,1,243
Baños,1,243
Estacionamientos,1,243
Antigüedad,28 años,243
Superficie total,587 m²,244
Superficie construida,500 m²,244
Recámaras,5,244
Baños,4,244
Estacionamientos,3,244
Cuota mensual de mantenimiento,1 MXN,244
Superficie total,148 m²,245
Acceso,-,245
Superficie total,129 m²,246
Superficie construida,129 m²,246
Recámaras,4,246
Baños,2,246
Estacionamientos,2,246
Cuota mensual de mantenimiento,1 MXN,246
Superficie total,215 m²,247
Superficie construida,200 m²,247
Recámaras,3,247
Baños,1,247
Superficie total,150 m²,248
Superficie construida,150 m²,248
Recámaras,3,248
Baños,3,248
Estacionamientos,2,248
Cuota mensual de mantenimiento,1 MXN,248
Superficie total,12 m²,249
Superficie construida,12 m²,249
Baños,2,249
Antigüedad,0 años,249
Ambientes,2,249
Superficie total,12 m²,250
Superficie construida,12 m²,250
Baños,2,250
Antigüedad,0 años,250
Ambientes,2,250
Superficie total,241 m²,251
Superficie construida,190 m²,251
Recámaras,3,251
Baños,3,251
Estacionamientos,2,251
Cuota mensual de mantenimiento,1 MXN,251
Superficie total,700 m²,252
Acceso,-,252
Superficie total,90 m²,253
Superficie construida,90 m²,253
Recámaras,2,253
Baños,1,253
Cantidad de pisos,1,253
Disposición,Frente,253
Antigüedad,62 años,253
Cuota mensual de mantenimiento,500 MXN,253
Superficie total,1 m²,254
Superficie construida,1 m²,254
Estacionamientos,1,254
Baños,1,254
Antigüedad,0 años,254
Ambientes,1,254
Superficie total,5 m²,255
Superficie construida,5 m²,255
Estacionamientos,1,255
Antigüedad,0 años,255
Superficie total,2 m²,256
Superficie construida,2 m²,256
Estacionamientos,1,256
Baños,1,256
Antigüedad,0 años,256
Ambientes,1,256
Superficie total,372 m²,257
Superficie construida,220 m²,257
Recámaras,4,257
Baños,3,257
Estacionamientos,2,257
Cuota mensual de mantenimiento,1 MXN,257
Superficie total,58 m²,258
Superficie construida,58 m²,258
Recámaras,2,258
Baños,1,258
Número de piso de la unidad,1,258
Antigüedad,40 años,258
Disposición,Frente,258
Superficie total,180 m²,259
Superficie construida,180 m²,259
Recámaras,4,259
Baños,3,259
Admite mascotas,No,259
Superficie total,54.28 m²,260
Superficie construida,54.28 m²,260
Recámaras,1,260
Baños,1,260
Estacionamientos,1,260
Antigüedad,70 años,260
Superficie total,90 m²,261
Superficie construida,90 m²,261
Ambientes,5,261
Recámaras,3,261
Baños,2,261
Estacionamientos,1,261
Antigüedad,20 años,261
Superficie total,55 m²,262
Superficie construida,55 m²,262
Recámaras,1,262
Baños,1,262
Antigüedad,30 años,262
Superficie total,50 m²,263
Superficie construida,100 m²,263
Recámaras,2,263
Baños,1,263
Antigüedad,20 años,263
Cuota mensual de mantenimiento,800 MXN,263
Superficie total,150 m²,264
Superficie construida,235 m²,264
Ambientes,7,264
Recámaras,3,264
Baños,3,264
Estacionamientos,1,264
Antigüedad,91 años,264
Superficie total,80 m²,265
Superficie construida,80 m²,265
Recámaras,2,265
Baños,1,265
Cantidad de pisos,2,265
Superficie total,410 m²,266
Superficie construida,410 m²,266
Baños,6,266
Antigüedad,0 años,266
Superficie total,140 m²,267
Superficie construida,140 m²,267
Recámaras,3,267
Baños,2,267
Estacionamientos,1,267
Antigüedad,0 años,267
Superficie total,119 m²,268
Superficie construida,119 m²,268
Ambientes,3,268
Recámaras,1,268
Baños,2,268
Antigüedad,0 años,268
Superficie total,85 m²,269
Superficie construida,85 m²,269
Ambientes,4,269
Recámaras,2,269
Baños,2,269
Estacionamientos,1,269
Antigüedad,0 años,269
Superficie total,50 m²,270
Superficie construida,50 m²,270
Baños,1,270
Estacionamientos,1,270
Antigüedad,5 años,270
Cuota mensual de mantenimiento,3100 MXN,270
Superficie total,160 m²,271
Superficie construida,160 m²,271
Ambientes,5,271
Recámaras,3,271
Baños,2,271
Estacionamientos,1,271
Antigüedad,0 años,271
Superficie total,267 m²,272
Recámaras,2,272
Baños,2,272
Cantidad de pisos,2,272
Superficie total,171 m²,273
Superficie construida,151 m²,273
Ambientes,8,273
Recámaras,5,273
Baños,3,273
Antigüedad,2 años,273
Superficie total,90 m²,274
Superficie construida,90 m²,274
Recámaras,2,274
Baños,1,274
Admite mascotas,Sí,274
Departamentos por piso,3,274
Cantidad de pisos,3,274
Antigüedad,42 años,274
Disposición,Frente,274
Cuota mensual de mantenimiento,0 MXN,274
Superficie total,143 m²,275
Superficie construida,122 m²,275
Recámaras,2,275
Baños,3,275
Estacionamientos,1,275
Antigüedad,27 años,275
Cuota mensual de mantenimiento,1400 MXN,275
Superficie total,100 m²,276
Superficie construida,100 m²,276
Ambientes,5,276
Recámaras,2,276
Baños,3,276
Estacionamientos,1,276
Antigüedad,0 años,276
Superficie total,302 m²,277
Superficie construida,1345 m²,277
Estacionamientos,11,277
Antigüedad,40 años,277
Superficie total,276 m²,278
Superficie construida,276 m²,278
Ambientes,5,278
Recámaras,2,278
Baños,2,278
Estacionamientos,2,278
Antigüedad,9 años,278
Superficie construida,1080 m²,279
Antigüedad,22 años,279
Superficie total,213 m²,280
Superficie construida,565 m²,280
Recámaras,8,280
Baños,8,280
Estacionamientos,4,280
Bodegas,2,280
Cantidad de pisos,3,280
Orientación,Oriente,280
Antigüedad,70 años,280
Tipo de propiedad,Casa sola,280
Superficie total,95 m²,281
Superficie construida,95 m²,281
Antigüedad,62 años,281
Ambientes,2,281
Superficie total,209 m²,282
Superficie construida,481 m²,282
Ambientes,15,282
Recámaras,8,282
Baños,7,282
Estacionamientos,1,282
Antigüedad,0 años,282
Superficie total,105 m²,283
Superficie construida,105 m²,283
Recámaras,3,283
Baños,3,283
Estacionamientos,2,283
Bodegas,1,283
Departamentos por piso,2,283
Cuota mensual de mantenimiento,2300 MXN,283
Superficie total,70 m²,284
Superficie construida,70 m²,284
Recámaras,2,284
Baños,2,284
Estacionamientos,1,284
Antigüedad,0 años,284
Superficie total,150 m²,285
Superficie construida,150 m²,285
Ambientes,5,285
Recámaras,3,285
Baños,2,285
Estacionamientos,1,285
Antigüedad,0 años,285
Superficie total,205.51 m²,286
Superficie construida,602.7 m²,286
Antigüedad,40 años,286
Superficie total,154 m²,287
Superficie construida,255 m²,287
Recámaras,4,287
Baños,3,287
Cantidad de pisos,2,287
Antigüedad,1910 años,287
Superficie total,90 m²,288
Superficie construida,90 m²,288
Recámaras,2,288
Baños,2,288
Estacionamientos,2,288
Antigüedad,7 años,288
Superficie total,104 m²,289
Superficie construida,104 m²,289
Recámaras,2,289
Baños,2,289
Estacionamientos,2,289
Antigüedad,18 años,289
Cuota mensual de mantenimiento,2500 MXN,289
Superficie total,63 m²,290
Superficie construida,63 m²,290
Recámaras,2,290
Baños,1,290
Estacionamientos,1,290
Antigüedad,23 años,290
Superficie total,199 m²,291
Superficie construida,374 m²,291
Baños,3,291
Estacionamientos,3,291
Antigüedad,30 años,291
Superficie total,90 m²,292
Superficie construida,90 m²,292
Recámaras,2,292
Baños,1,292
Superficie total,192 m²,293
Superficie construida,192 m²,293
Ambientes,4,293
Recámaras,4,293
Baños,2,293
Estacionamientos,1,293
Bodegas,1,293
Tipo de departamento,Loft,293
Orientación,Norte,293
Antigüedad,39 años,293
Cuota mensual de mantenimiento,0 MXN,293
Superficie total,276 m²,294
Superficie construida,276 m²,294
Ambientes,5,294
Recámaras,2,294
Baños,2,294
Estacionamientos,2,294
Antigüedad,8 años,294
Superficie total,88.9 m²,295
Superficie construida,88.9 m²,295
Recámaras,2,295
Baños,1,295
Estacionamientos,1,295
Antigüedad,34 años,295
Cuota mensual de mantenimiento,1000 MXN,295
Superficie total,63 m²,296
Superficie construida,63 m²,296
Recámaras,1,296
Baños,1,296
Estacionamientos,1,296
Superficie total,160 m²,297
Superficie construida,160 m²,297
Ambientes,5,297
Recámaras,3,297
Baños,2,297
Estacionamientos,1,297
Antigüedad,0 años,297
Superficie total,110 m²,298
Superficie construida,110 m²,298
Ambientes,5,298
Recámaras,2,298
Baños,2,298
Estacionamientos,2,298
Antigüedad,3 años,298
Superficie total,109 m²,299
Superficie construida,109 m²,299
Ambientes,2,299
Recámaras,2,299
Baños,2,299
Estacionamientos,2,299
Tipo de departamento,Loft,299
Orientación,Sur,299
Antigüedad,20 años,299
Cuota mensual de mantenimiento,3500 MXN,299
Superficie total,93 m²,300
Superficie construida,93 m²,300
Recámaras,3,300
Baños,2,300
Estacionamientos,2,300
Cantidad de pisos,5,300
Disposición,Interno,300
Orientación,Oriente,300
Antigüedad,10 años,300
Cuota mensual de mantenimiento,0 MXN,300
Superficie total,102 m²,301
Superficie construida,102 m²,301
Recámaras,3,301
Baños,2,301
Estacionamientos,2,301
Antigüedad,15 años,301
Cuota mensual de mantenimiento,1200 MXN,301
Superficie total,215 m²,302
Superficie construida,215 m²,302
Ambientes,5,302
Recámaras,2,302
Baños,2,302
Estacionamientos,2,302
Antigüedad,3 años,302
Superficie total,90 m²,303
Superficie construida,90 m²,303
Recámaras,2,303
Baños,2,303
Cantidad de pisos,1,303
Superficie total,150 m²,304
Superficie construida,150 m²,304
Ambientes,5,304
Recámaras,3,304
Baños,2,304
Estacionamientos,1,304
Antigüedad,0 años,304
Superficie total,156 m²,305
Superficie construida,156 m²,305
Baños,2,305
Bodegas,1,305
Antigüedad,40 años,305
Superficie total,93 m²,306
Superficie construida,93 m²,306
Recámaras,3,306
Baños,2,306
Estacionamientos,2,306
Cantidad de pisos,5,306
Disposición,Interno,306
Orientación,Oriente,306
Antigüedad,10 años,306
Cuota mensual de mantenimiento,0 MXN,306
Superficie total,85 m²,307
Superficie construida,85 m²,307
Ambientes,4,307
Recámaras,2,307
Baños,2,307
Estacionamientos,1,307
Antigüedad,0 años,307
Estacionamientos,1,308
Baños,1,308
