property_type,price_type,lat,lon,years,CVEGEO,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,precio_m2_final,nearest_50_pct_price,nearest_75_pct_price,nearest_25_pct_price,nearest_std_price,ageb_precio_m2_25_pct,ageb_precio_m2_50_pct,ageb_precio_m2_75_pct
depto,venta,19.4134711,-99.1552223,0.0,0901500011110,975,311.0,12.0,75.0,90.0,2.0,1,2.0,2.0,66744.18604651163,42967.03296703297,50835.782196969696,38406.593406593405,12882.341232579636,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4167969,-99.1555784,0.0,0901500011110,976,478.0,145.0,53.0,90.0,7.0,1,2.0,2.0,42800.0,65316.16522182559,75141.16305679028,52240.484941789204,15871.145512724086,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4129546,-99.1550058,3.0,0901500011110,977,284.0,9.0,71.0,81.0,1.0,1,2.0,2.0,43076.92307692308,45027.056277056276,63070.31945912615,38406.593406593405,17098.659490820264,51916.66666666666,59916.66666666666,69016.12903225806
depto,renta,19.4170009,-99.1546232,0.0,0901500011110,978,481.0,141.0,42.0,91.0,7.0,1,1.0,1.0,58163.26530612245,67857.14285714286,72983.54923043087,63462.34015644761,11970.291273113815,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4134711,-99.1552223,0.0,0901500011110,981,311.0,12.0,75.0,90.0,2.0,1,2.0,2.0,73953.48837209302,42967.03296703297,50835.782196969696,38406.593406593405,11274.304438991841,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.418011,-99.1557064,0.0,0901500011110,982,474.0,146.0,51.0,84.0,6.0,1,2.0,2.0,65366.01941747573,60000.0,60337.8640776699,55363.78205128204,10069.49959427072,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,983,200.0,4.0,54.0,49.0,2.0,1,2.0,2.0,52380.95238095238,62637.64789881681,68436.69994879671,53575.65789473683,11861.322401187674,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4182157,-99.1554664,40.0,0901500011110,984,434.0,119.0,54.0,76.0,5.0,1,1.0,2.0,30428.571428571428,60168.93203883495,64108.98058252427,55363.78205128204,10355.908178480533,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,985,200.0,4.0,54.0,49.0,2.0,1,2.0,2.0,51916.66666666666,62637.64789881681,68436.69994879671,53923.87218045113,11816.53530297881,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,986,200.0,4.0,54.0,49.0,2.0,1,1.0,2.0,60934.21052631579,61446.858425132596,68436.69994879671,52032.73809523809,12280.077857330876,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4134711,-99.1552223,0.0,0901500011110,987,311.0,12.0,75.0,90.0,2.0,1,2.0,2.0,47196.969696969696,42967.03296703297,57949.67992424242,38406.593406593405,14399.786934461488,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,988,200.0,4.0,54.0,49.0,2.0,1,1.0,1.0,83238.37209302325,59743.42105263157,66109.08084163898,52032.73809523809,9645.87676852927,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,990,200.0,4.0,54.0,49.0,2.0,1,1.0,1.0,75294.11764705883,59743.42105263157,66109.08084163898,52032.73809523809,11294.149401914272,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,991,200.0,4.0,54.0,49.0,2.0,1,2.0,2.0,66698.41269841269,59743.42105263157,67847.36809202301,52032.73809523809,12146.042313388636,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124955,-99.1577268,0.0,0901500011110,992,200.0,4.0,54.0,49.0,2.0,1,2.0,2.0,69016.12903225806,59743.42105263157,66109.08084163898,52032.73809523809,11996.687188954007,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4124711,-99.1562223,0.0,0901500011110,993,269.0,7.0,70.0,79.0,1.0,1,2.0,2.0,51916.66666666666,71839.63414634147,79557.36714975846,62876.344086021505,10934.870512818166,51916.66666666666,59916.66666666666,69016.12903225806
depto,renta,19.4163662,-99.1559193,0.0,0901500011110,994,480.0,146.0,59.0,90.0,9.0,1,2.0,3.0,38095.2380952381,64202.5444334459,71436.26428863984,44666.5562050862,17450.64316406806,51916.66666666666,59916.66666666666,69016.12903225806
depto,renta,19.4164082,-99.1575673,0.0,0901500011110,995,496.0,165.0,68.0,68.0,15.0,1,2.0,2.0,37142.85714285714,53851.397409679616,57556.15389503114,41597.74436090226,14756.917065696716,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.415682,-99.1585532,0.0,0901500011110,998,288.0,85.0,63.0,44.0,16.0,1,1.0,1.0,66406.25,69644.0489889857,74140.4703177959,57687.017374517374,15824.83227832851,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4153499,-99.1582168,0.0,0901500011110,1001,324.0,112.0,64.0,50.0,13.0,1,2.0,2.0,69158.22784810126,68268.06006493507,74140.4703177959,56437.017374517374,18667.43616624966,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4156937,-99.1579158,0.0,0901500011110,1002,384.0,141.0,59.0,52.0,12.0,1,1.0,2.0,65033.78378378379,69644.0489889857,74140.4703177959,57321.42857142857,16147.291716103891,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4159034,-99.1579013,0.0,0901500011110,1005,409.0,141.0,60.0,55.0,12.0,1,1.0,1.0,68571.42857142857,53499.32930918846,57556.15389503114,40357.142857142855,14962.146128378483,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.417364,-99.159454,0.0,0901500011110,1006,332.0,41.0,76.0,65.0,22.0,1,2.0,2.0,77657.14285714286,69404.20030790285,70227.83642408124,62502.76013839501,7111.064180611551,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.417364,-99.159454,0.0,0901500011110,1007,332.0,41.0,76.0,65.0,22.0,1,1.0,2.0,75777.77777777778,69404.20030790285,70227.83642408124,62502.76013839501,7338.368288131275,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1008,261.0,7.0,67.0,78.0,1.0,1,1.0,1.0,79750.0,68510.2564102564,73060.37989479836,62854.4142614601,10588.751910966526,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41575,-99.15619,,0901500011110,1009,467.0,146.0,58.0,83.0,7.0,0,1.0,1.0,34308.51063829787,69273.93960898207,71596.35416666667,52156.464104798935,15997.866025467865,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41257,-99.15551,,0901500011110,1011,271.0,9.0,67.0,75.0,1.0,1,1.0,3.0,42857.142857142855,51541.15571411792,66788.61788617886,42912.08791208791,16581.0689041392,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41624,-99.15743,,0901500011110,1012,508.0,171.0,70.0,71.0,15.0,1,1.0,2.0,27234.63687150838,51073.61963190184,57493.540051679585,41285.952977682304,13194.173690677168,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41849,-99.15673,,0901500011110,1013,475.0,131.0,59.0,85.0,7.0,1,1.0,1.0,63205.123431507614,52177.63975155279,56500.0,43031.09974821363,14637.870631347008,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1014,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,72711.86440677966,68510.2564102564,78106.63793103448,62854.4142614601,11157.697684474491,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41816,-99.15845,,0901500011110,1015,319.0,36.0,67.0,65.0,19.0,1,2.0,2.0,58139.53488372093,52267.44186046512,52267.44186046512,43191.57994323557,12305.195755963096,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41239,-99.15623,,0901500011110,1017,261.0,7.0,67.0,78.0,1.0,0,1.0,1.0,84535.0,68510.2564102564,73060.37989479836,62854.4142614601,9838.465712824114,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41239,-99.15623,,0901500011110,1018,261.0,7.0,67.0,78.0,1.0,0,1.0,2.0,73176.55172413793,68510.2564102564,77990.46610169491,62854.4142614601,11137.80362302684,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41247,-99.15622,,0901500011110,1019,268.0,7.0,69.0,79.0,1.0,1,2.0,2.0,51033.59173126615,70002.91000841043,78447.10144927536,62876.344086021505,10281.397788699704,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41828,-99.15572,,0901500011110,1020,464.0,141.0,52.0,74.0,6.0,1,1.0,1.0,59916.66666666666,55214.743589743586,59887.0187479076,40549.304418985266,13574.126195901586,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41363,-99.15733,,0901500011110,1021,243.0,11.0,61.0,60.0,7.0,1,2.0,3.0,52267.44186046512,58167.2043879593,62110.27624306513,38481.63371638637,14151.245326840386,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41828,-99.15567,,0901500011110,1022,433.0,119.0,53.0,75.0,6.0,0,1.0,2.0,53846.15384615384,57558.90804597701,59979.166666666664,40549.304418985266,13807.187355919052,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41239,-99.15623,,0901500011110,1024,261.0,7.0,67.0,78.0,1.0,0,1.0,1.0,79750.0,68510.2564102564,73060.37989479836,62854.4142614601,10588.751910966525,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41247,-99.15622,,0901500011110,1025,268.0,7.0,69.0,79.0,1.0,0,1.0,1.0,79750.0,66747.9674796748,78447.10144927536,56949.27843803055,11603.560157759342,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1026,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,51916.66666666666,71189.26553672316,78106.63793103448,66772.67206477733,9503.080566203807,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1027,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,66578.94736842105,71189.26553672316,78106.63793103448,63048.13895781637,11198.33541559792,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4143,-99.15805,,0901500011110,1028,274.0,45.0,68.0,59.0,11.0,1,3.0,2.0,39603.960396039605,57017.54385964912,57731.9587628866,52340.32346491228,10217.984235761327,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41534,-99.15821,,0901500011110,1029,327.0,112.0,65.0,50.0,13.0,1,2.0,2.0,70587.85529715761,67782.23892405063,74025.97402597402,56437.017374517374,18599.995247707815,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41624,-99.1573,,0901500011110,1030,473.0,150.0,69.0,72.0,13.0,1,3.0,3.0,55555.55555555555,49376.41723356009,56641.46097874162,37556.3909774436,15134.73646551265,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1031,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,52380.95238095238,71189.26553672316,78106.63793103448,66772.67206477733,9603.410238034661,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1032,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,67353.84615384616,71189.26553672316,78106.63793103448,62854.4142614601,11215.854123251176,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41239,-99.15623,,0901500011110,1033,261.0,7.0,67.0,78.0,1.0,1,2.0,2.0,69666.66666666667,70032.85528031291,78106.63793103448,62854.4142614601,11229.182437355134,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4143,-99.15805,,0901500011110,1034,274.0,45.0,68.0,59.0,11.0,1,2.0,2.0,57731.9587628866,57017.54385964912,57553.35503707723,42398.28279702971,11337.016069135016,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41783,-99.15438,,0901500011110,1036,352.0,48.0,29.0,74.0,6.0,1,2.0,2.0,53420.15503875969,58926.479143595425,64217.17644854559,47831.63486005089,12046.085857561562,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.418,-99.15571,,0901500011110,1038,473.0,146.0,51.0,84.0,6.0,0,2.0,2.0,60337.8640776699,60000.0,64108.98058252427,55363.78205128204,10348.146275392948,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41534,-99.15821,,0901500011110,1039,327.0,112.0,65.0,50.0,13.0,0,2.0,2.0,75324.67532467532,67782.23892405063,70473.35900533575,56437.017374517374,18277.369809858526,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.418,-99.15571,,0901500011110,1040,473.0,146.0,51.0,84.0,6.0,0,2.0,2.0,60000.0,60168.93203883495,64108.98058252427,55363.78205128204,10355.908178480533,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.418,-99.15561,,0901500011110,1041,472.0,145.0,53.0,84.0,5.0,0,2.0,2.0,67437.5,60000.0,60337.8640776699,55363.78205128204,10292.529901886293,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41713,-99.15454,,0901500011110,1042,445.0,114.0,40.0,87.0,7.0,0,2.0,2.0,44444.444444444445,67857.14285714286,72983.54923043087,63462.34015644761,9940.263423900458,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41458,-99.15668,,0901500011110,1043,439.0,133.0,59.0,71.0,7.0,0,3.0,2.0,74400.0,64051.881459948316,72289.09090909091,52267.44186046512,10538.39263176073,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.416,-99.15497,,0901500011110,1045,490.0,141.0,54.0,97.0,5.0,0,2.0,3.0,36723.16384180791,62983.04368476363,72983.54923043087,39271.42857142857,17796.907255967322,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41591,-99.15765,,0901500011110,1046,406.0,141.0,58.0,54.0,11.0,0,3.0,3.0,51760.56338028169,55143.38707376231,64900.33783783784,49064.62585034013,15482.685117864989,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41858,-99.15489,,0901500011110,1047,271.0,24.0,36.0,56.0,6.0,0,1.0,2.0,53846.15384615384,58263.84443274546,58996.953857511995,53846.15384615384,9585.5103669219,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.4128,-99.15726,,0901500011110,1048,215.0,7.0,51.0,53.0,3.0,0,1.0,1.0,64000.0,59088.61749264624,63738.86,54664.06463048814,11360.42354148004,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41459,-99.15666,,0901500011110,1049,440.0,133.0,59.0,71.0,7.0,0,3.0,3.0,74400.0,64051.881459948316,72289.09090909091,52267.44186046512,10538.39263176073,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41476,-99.15782,,0901500011110,1050,310.0,107.0,61.0,50.0,13.0,0,2.0,3.0,52267.44186046512,52267.44186046512,52267.44186046512,40557.179393496524,10945.238227561633,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41704,-99.15462,,0901500011110,1051,480.0,141.0,41.0,91.0,7.0,0,2.0,1.0,67857.14285714286,66225.86872586873,72983.54923043087,59393.67948219149,12123.437624163686,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41266,-99.15781,,0901500011110,1053,205.0,5.0,54.0,50.0,3.0,0,2.0,2.0,47023.80952380953,62637.64789881681,68436.69994879671,54179.41052877941,11151.645554508425,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4128,-99.15726,,0901500011110,1055,215.0,7.0,51.0,53.0,3.0,1,1.0,1.0,58602.45001303199,63477.72,66023.80952380953,58808.16992727565,11397.876457822545,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41479,-99.15771,,0901500011110,1056,351.0,126.0,63.0,52.0,12.0,1,2.0,3.0,52267.44186046512,52267.44186046512,52267.44186046512,40557.179393496524,10945.238227561633,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41843,-99.15581,,0901500011110,1057,465.0,141.0,54.0,75.0,6.0,1,1.0,1.0,66928.5474922739,55214.743589743586,59571.12068965517,40549.304418985266,12843.833379998026,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41843,-99.15581,,0901500011110,1058,465.0,141.0,54.0,75.0,6.0,1,1.0,1.0,58534.48275862069,55214.743589743586,60232.564724919095,40549.304418985266,13661.693662047252,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4166,-99.15471,,0901500011110,1059,488.0,140.0,49.0,96.0,7.0,1,1.0,1.0,73537.62520013405,66225.86872586873,70455.27670527672,59393.67948219149,11767.150189840379,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41673,-99.15689,,0901500011110,1060,508.0,174.0,57.0,82.0,11.0,1,2.0,3.0,37692.307692307695,53851.397409679616,64654.41176470588,41285.952977682304,15329.921702138541,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41845,-99.15754,,0901500011110,1061,315.0,36.0,64.0,80.0,15.0,1,2.0,2.0,56250.0,52267.44186046512,56976.07973421927,44308.56532006347,14056.401402750182,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1063,332.0,41.0,76.0,65.0,22.0,1,1.0,1.0,64525.7288602599,57289.465315046706,69029.55879156705,41257.419517102615,17403.33427268596,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41615,-99.15756,,0901500011110,1065,446.0,150.0,64.0,59.0,14.0,1,2.0,2.0,58139.53488372093,50880.281690140844,54703.47648261758,40045.3514739229,14604.673341189311,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1066,332.0,41.0,76.0,65.0,22.0,1,2.0,2.0,70232.55813953489,57289.465315046706,65196.852775812644,41257.419517102615,16993.792201216726,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1067,332.0,41.0,76.0,65.0,22.0,1,1.0,2.0,33337.98882681564,61005.17212243764,69029.55879156705,48340.48021982021,15466.921952134484,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41645,-99.15816,,0901500011110,1068,447.0,161.0,70.0,60.0,12.0,1,2.0,2.0,55555.55555555556,52619.04761904762,57556.15389503114,41836.99540112417,13814.61514055554,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41232,-99.15787,,0901500011110,1069,190.0,5.0,52.0,48.0,2.0,1,2.0,2.0,64341.08527131783,63816.31161236424,73724.62049335864,52032.73809523809,13013.58930105622,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41692,-99.1546,,0901500011110,1070,492.0,141.0,45.0,93.0,7.0,1,1.0,1.0,78191.9052760919,66225.86872586873,70455.27670527672,59393.67948219149,11207.70375160429,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41703,-99.15542,,0901500011110,1071,482.0,146.0,52.0,91.0,7.0,1,1.0,1.0,50266.22482034479,65316.16522182559,67857.14285714286,59393.67948219149,12763.805149724049,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4143,-99.1581,,0901500011110,1072,270.0,45.0,68.0,58.0,10.0,1,2.0,2.0,68354.43037974683,57017.54385964912,57553.35503707723,42398.28279702971,11337.016069135016,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1073,332.0,41.0,76.0,65.0,22.0,1,3.0,3.0,36997.619047619046,61005.17212243764,69029.55879156705,48340.48021982021,16093.71088553365,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41435,-99.15808,,0901500011110,1074,273.0,45.0,66.0,59.0,11.0,1,2.0,2.0,58139.53488372093,57017.54385964912,65698.81247553177,52340.32346491228,10991.509029321991,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41816,-99.15845,,0901500011110,1078,319.0,36.0,67.0,65.0,19.0,1,2.0,3.0,34576.92307692308,52267.44186046512,52267.44186046512,50070.17172339443,11328.059408199364,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1079,332.0,41.0,76.0,65.0,22.0,1,3.0,3.0,39869.04761904762,61005.17212243764,69029.55879156705,48340.48021982021,16499.597880112466,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1080,332.0,41.0,76.0,65.0,22.0,1,2.0,2.0,57094.31524547803,61005.17212243764,69029.55879156705,41257.419517102615,17586.55522088576,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4162,-99.15729,,0901500011110,1082,464.0,150.0,65.0,71.0,13.0,1,3.0,3.0,48752.83446712018,51073.61963190184,57493.540051679585,37556.3909774436,15288.77317246229,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41842,-99.15584,,0901500011110,1083,467.0,141.0,53.0,76.0,6.0,0,1.0,1.0,36117.02127659575,57558.90804597701,59979.166666666664,53846.15384615384,12634.591592357967,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41673,-99.15696,,0901500011110,1084,504.0,174.0,57.0,79.0,11.0,0,2.0,3.0,64705.882352941175,50450.03686546193,62263.88888888889,37968.47888953152,15424.475564259508,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41449,-99.1583,,0901500011110,1086,258.0,44.0,59.0,52.0,12.0,1,2.0,2.0,60077.51937984496,57017.54385964912,58037.64085351235,52732.6468344775,9170.193008589291,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41575,-99.15619,,0901500011110,1087,467.0,146.0,58.0,83.0,7.0,1,1.0,1.0,83777.04136724131,65085.08754062001,71225.32678863984,40759.63718820862,16241.486378030224,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41575,-99.15619,,0901500011110,1088,467.0,146.0,58.0,83.0,7.0,1,1.0,1.0,62367.3530178352,69273.93960898207,71596.35416666667,40759.63718820862,18270.44966695997,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41494,-99.15777,,0901500011110,1089,364.0,129.0,65.0,53.0,12.0,1,2.0,2.0,56718.34625322997,52267.44186046512,52267.44186046512,40557.179393496524,10863.44985782041,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4128,-99.15727,,0901500011110,1090,213.0,6.0,51.0,53.0,3.0,1,1.0,1.0,59574.784972260495,63477.72,66023.80952380953,58565.08618746852,11413.750944623938,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4128,-99.15726,,0901500011110,1091,215.0,7.0,51.0,53.0,3.0,1,1.0,2.0,33519.5530726257,63477.72,66023.80952380953,58845.53375283911,6379.096097555843,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41783,-99.15438,,0901500011110,1092,352.0,48.0,29.0,74.0,6.0,1,2.0,2.0,58785.52971576227,58530.317339149406,64217.17644854559,46688.37209302325,12465.167007543367,51916.66666666666,59916.66666666666,69016.12903225806
casa,venta,19.41534,-99.15821,,0901500011110,1093,327.0,112.0,65.0,50.0,13.0,0,2.0,2.0,53571.42857142857,69644.0489889857,74140.4703177959,65376.90033783784,18532.627259974928,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41816,-99.15861,,0901500011110,1094,324.0,36.0,70.0,68.0,19.0,1,3.0,2.0,32655.279503105587,52267.44186046512,52267.44186046512,50070.17172339443,10975.252526561706,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41704,-99.15462,,0901500011110,1095,480.0,141.0,41.0,91.0,7.0,1,2.0,1.0,71321.32132132133,66225.86872586873,72117.50461438624,59393.67948219149,11946.766311603367,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41736,-99.15945,,0901500011110,1098,332.0,41.0,76.0,65.0,22.0,1,4.0,3.0,65420.56074766356,57289.465315046706,68805.85081971614,41257.419517102615,17354.926353383824,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.41575,-99.15619,,0901500011110,1099,467.0,146.0,58.0,83.0,7.0,1,1.0,1.0,70745.05715455934,65085.08754062001,71596.35416666667,40759.63718820862,17881.634183897964,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.4143,-99.15805,,0901500011110,1100,274.0,45.0,68.0,59.0,11.0,1,3.0,3.0,39603.960396039605,57017.54385964912,57731.9587628866,52340.32346491228,10217.984235761325,51916.66666666666,59916.66666666666,69016.12903225806
depto,venta,19.416335,-99.1648546,0.0,0901500011106,1101,353.0,23.0,58.0,74.0,8.0,1,1.0,2.0,40000.0,57954.545454545456,72648.6013986014,47978.01623297294,15646.94419588041,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.4168211,-99.1596475,60.0,0901500011106,1102,327.0,43.0,84.0,61.0,18.0,1,1.0,2.0,40441.17647058824,63519.858279209395,65678.16187888199,52836.455427128996,13807.194516525078,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.415931,-99.164594,0.0,0901500011106,1103,423.0,24.0,89.0,88.0,8.0,1,3.0,2.0,60000.0,52635.654519629024,60000.0,47694.53887082471,12270.684128445495,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.41597,-99.1619833,25.0,0901500011106,1104,533.0,222.0,75.0,71.0,13.0,1,1.0,3.0,41791.0447761194,62173.82266708702,65060.24096385542,53881.72613457797,13774.07029226096,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.4155552,-99.1615919,2.0,0901500011106,1105,527.0,221.0,76.0,68.0,14.0,1,2.0,3.0,50000.0,52024.455445544554,54759.122670807454,50000.0,7314.966736161145,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.4155552,-99.1615919,2.0,0901500011106,1106,527.0,221.0,76.0,68.0,14.0,1,2.0,2.0,49444.444444444445,52024.455445544554,54759.122670807454,50000.0,7281.741751599155,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.4168211,-99.1596475,0.0,0901500011106,1109,327.0,43.0,84.0,61.0,18.0,1,2.0,3.0,65838.50931677019,58998.39934598576,64940.62042257615,51871.227498531065,14919.250765542141,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.41597,-99.1619833,26.0,0901500011106,1110,533.0,222.0,75.0,71.0,13.0,1,1.0,3.0,44029.850746268654,62173.82266708702,65060.24096385542,53881.72613457797,14120.824927517513,49748.74371859297,55789.47368421053,65264.24804417059
depto,renta,19.4158759,-99.1599856,5.0,0901500011106,1111,478.0,219.0,79.0,58.0,19.0,1,2.0,3.0,40190.47619047619,51760.59507042253,57814.18251209705,49944.444444444445,7860.6304728966315,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.4168211,-99.1596475,0.0,0901500011106,1112,327.0,43.0,84.0,61.0,18.0,1,3.0,3.0,52072.538860103625,63519.858279209395,65678.16187888199,52635.14406555644,14994.62249326479,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.415555,-99.161592,0.0,0901500011106,1114,527.0,221.0,76.0,68.0,14.0,1,2.0,3.0,52048.91089108911,52024.455445544554,54759.122670807454,50000.0,7314.966736161145,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.415896,-99.1593996,0.0,0901500011106,1115,275.0,43.0,73.0,56.0,19.0,1,3.0,3.0,61419.75308641976,51961.02703175575,55848.59184888964,49944.444444444445,7429.275508199481,49748.74371859297,55789.47368421053,65264.24804417059
depto,venta,19.415896,-99.1594,0.0,0901500011106,1116,275.0,43.0,73.0,56.0,19.0,1,2.0,2.0,52161.490683229815,51961.02703175575,57814.18251209705,49944.444444444445,8104.248841742018,49748.74371859297,55789.47368421053,65264.24804417059
