main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,m2_totales_imp,m2_construidos_imp,precio_m2,precio_m2_con,m2_ratio,m2_price_ratio,precio_m2_final
"d783 - álvaro obregón, hipódromo condesa",,1074,casa,venta,,19.41625,-99.16825,2.0,,2.0,90.0,90.0,,6070000.0,viva_anuncios,POINT (-99.16825 19.41625),12609,090150001120A,9,15,1,120A,Urbana,1699,296.0,14.0,51.0,70.0,6.0,0,2.0,2.0,90.0,90.0,67444.44444444444,67444.44444444444,1.0,1.0,67444.44444444444
"4541 av. amsterdam, condesa",,1077,casa,venta,,19.41359,-99.16712,1.0,,2.0,130.0,130.0,,6480000.0,viva_anuncios,POINT (-99.16712 19.41359),12609,090150001120A,9,15,1,120A,Urbana,1700,327.0,12.0,60.0,94.0,9.0,0,1.0,2.0,130.0,130.0,49846.153846153844,49846.153846153844,1.0,1.0,49846.153846153844
"departamento en venta en hipódromo condesa, cuauhtémoc, distrito federal",,1100,depto,venta,,19.41454,-99.16845,1.0,,2.0,,,,4200000.0,viva_anuncios,POINT (-99.16845000000001 19.41454),12609,090150001120A,9,15,1,120A,Urbana,1701,191.0,5.0,40.0,55.0,5.0,1,1.0,2.0,143.2,80.6,29329.608938547488,52109.18114143921,0.5628491620111732,1.7766749379652604,29329.608938547488
excelente depto condominio cine méxico,"Cuauhtemoc, Roma Norte, Cuauhtémoc, Distrito Federal",79,depto,venta,14.0,19.4193053,-99.1538106,2.0,2.0,2.0,100.0,100.0,0.0,5300000.0,metros_cubicos,POINT (-99.1538106 19.4193053),12664,0901500011125,9,15,1,1125,Urbana,1702,216.0,5.0,27.0,48.0,4.0,1,2.0,2.0,100.0,100.0,53000.0,53000.0,1.0,1.0,53000.0
departamento en venta roma norte,"Avenida Cuauhtemoc 132, Roma Norte, Cuauhtémoc, Distrito Federal",1574,depto,venta,4.0,19.4192176,-99.1541182,2.0,2.0,2.0,90.0,86.0,10.0,4100000.0,metros_cubicos,POINT (-99.1541182 19.4192176),12664,0901500011125,9,15,1,1125,Urbana,1703,219.0,6.0,31.0,53.0,4.0,1,2.0,2.0,90.0,86.0,45555.555555555555,47674.41860465116,0.9555555555555556,1.0465116279069766,45555.555555555555
hermoso departamento en av chapultepec!!ael,"Av Cuauhtemoc  246, Roma Norte, Cuauhtémoc, Distrito Federal",1670,depto,venta,6.0,19.4133955,-99.1544148,2.0,1.0,2.0,70.0,70.0,0.0,2038000.0,metros_cubicos,POINT (-99.1544148 19.4133955),12664,0901500011125,9,15,1,1125,Urbana,1704,301.0,10.0,72.0,90.0,1.0,1,2.0,2.0,70.0,70.0,29114.285714285714,29114.285714285714,1.0,1.0,29114.285714285714
"departamento 205 en preventa, roma norte, cuauhtémoc","Roma Norte, Cuauhtémoc, Distrito Federal",1851,depto,venta,8.0,19.4154711,-99.1532223,2.0,1.0,2.0,63.0,63.0,0.0,3820000.0,metros_cubicos,POINT (-99.1532223 19.4154711),12664,0901500011125,9,15,1,1125,Urbana,1707,311.0,21.0,50.0,82.0,1.0,1,2.0,2.0,63.0,63.0,60634.920634920636,60634.920634920636,1.0,1.0,60634.920634920636
"departamento 202 en preventa, roma norte, cuauhtémoc","Roma Norte, Cuauhtémoc, Distrito Federal",1862,depto,venta,8.0,19.4144711,-99.1542223,2.0,1.0,2.0,76.0,76.0,0.0,4600000.0,metros_cubicos,POINT (-99.1542223 19.4144711),12664,0901500011125,9,15,1,1125,Urbana,1708,299.0,17.0,61.0,88.0,3.0,1,2.0,2.0,76.0,76.0,60526.31578947369,60526.31578947369,1.0,1.0,60526.31578947369
departamento en venta en conjunto cine mexico roma norte,,943,depto,venta,,19.41934,-99.15396,2.0,,2.0,83.0,83.0,,3900000.0,viva_anuncios,POINT (-99.15396 19.41934),12664,0901500011125,9,15,1,1125,Urbana,1709,215.0,6.0,28.0,49.0,4.0,1,2.0,2.0,83.0,83.0,46987.951807228914,46987.951807228914,1.0,1.0,46987.951807228914
"7169 av. cuauhtémoc, doctores",,1034,casa,venta,,19.41934,-99.15396,2.0,,3.0,120.0,120.0,,5970000.0,viva_anuncios,POINT (-99.15396 19.41934),12664,0901500011125,9,15,1,1125,Urbana,1710,215.0,6.0,28.0,49.0,4.0,0,2.0,3.0,120.0,120.0,49750.0,49750.0,1.0,1.0,49750.0
"8761 av. cuauhtémoc, doctores",,1058,casa,venta,,19.41934,-99.15396,1.0,,1.0,50.0,50.0,,3200000.0,viva_anuncios,POINT (-99.15396 19.41934),12664,0901500011125,9,15,1,1125,Urbana,1711,215.0,6.0,28.0,49.0,4.0,0,1.0,1.0,50.0,50.0,64000.0,64000.0,1.0,1.0,64000.0
"6439 dr. barajas, doctores",,1068,casa,venta,,19.41755,-99.15385,1.0,,2.0,56.0,56.0,,1750000.0,viva_anuncios,POINT (-99.15385000000001 19.41755),12664,0901500011125,9,15,1,1125,Urbana,1712,304.0,22.0,30.0,73.0,5.0,0,1.0,2.0,56.0,56.0,31250.0,31250.0,1.0,1.0,31250.0
roma norte. aguascalientes espectacular departamento con rg,"Aguascalientes 51, Roma Sur, Ciudad De México, Cdmx, México, Roma Sur, Cuauhtémoc, Distrito Federal",82,depto,venta,4.0,19.4091797,-99.1632065,2.0,1.0,2.0,90.0,90.0,3.0,6980000.0,metros_cubicos,POINT (-99.1632065 19.4091797),12616,0901500011360,9,15,1,1360,Urbana,1713,488.0,24.0,71.0,213.0,5.0,1,2.0,2.0,90.0,90.0,77555.55555555556,77555.55555555556,1.0,1.0,77555.55555555556
"11038 tapachula, roma norte","Tapachula, Roma Norte, Cuauhtémoc, Distrito Federal",334,casa,venta,,19.411785,-99.16383,2.0,,3.0,100.0,100.0,0.0,7000000.0,metros_cubicos,POINT (-99.16383 19.411785),12616,0901500011360,9,15,1,1360,Urbana,1714,523.0,14.0,101.0,246.0,4.0,0,2.0,3.0,100.0,100.0,70000.0,70000.0,1.0,1.0,70000.0
departamento en roma norte mx20-jf8125,"Cuauhtémoc, Distrito Federal",714,depto,venta,4.0,19.4114263,-99.1643063,2.0,1.0,2.0,56.0,56.0,21.0,1991270.0,metros_cubicos,POINT (-99.16430630000001 19.4114263),12616,0901500011360,9,15,1,1360,Urbana,1716,565.0,20.0,102.0,258.0,6.0,1,2.0,2.0,56.0,56.0,35558.392857142855,35558.392857142855,1.0,1.0,35558.392857142855
departamento en venta col roma norte,"Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",719,depto,venta,4.0,19.4118161,-99.1634968,2.0,2.0,2.0,95.0,95.0,4.0,4460000.0,metros_cubicos,POINT (-99.1634968 19.4118161),12616,0901500011360,9,15,1,1360,Urbana,1717,506.0,12.0,97.0,235.0,4.0,1,2.0,2.0,95.0,95.0,46947.36842105263,46947.36842105263,1.0,1.0,46947.36842105263
go liquidacion hipotecaria dtpo medellin 210 roma nte cdmx,"Medellin  210, Roma Norte, Cuauhtémoc, Distrito Federal",744,depto,venta,2.0,19.4114785,-99.1643187,1.0,1.0,3.0,70.0,70.0,28.0,2297000.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1719,563.0,20.0,102.0,257.0,6.0,1,1.0,3.0,70.0,70.0,32814.28571428572,32814.28571428572,1.0,1.0,32814.28571428572
rgremate departamento medellin roma norte cdmx pago contado,"Medellín 00, Roma Norte, Cuauhtémoc, Distrito Federal",1192,depto,venta,2.0,19.4104231,-99.1633804,1.0,1.0,2.0,70.0,70.0,0.0,2297000.0,metros_cubicos,POINT (-99.16338039999999 19.4104231),12616,0901500011360,9,15,1,1360,Urbana,1720,486.0,11.0,85.0,222.0,3.0,1,1.0,2.0,70.0,70.0,32814.28571428572,32814.28571428572,1.0,1.0,32814.28571428572
medellín roma norte cuauhtémoc,"Medellín 210, Roma Norte, Cuauhtémoc, Distrito Federal",1352,depto,venta,10.0,19.4114785,-99.1643187,2.0,1.0,2.0,56.0,56.0,20.0,2700000.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1721,563.0,20.0,102.0,257.0,6.0,1,2.0,2.0,56.0,56.0,48214.28571428572,48214.28571428572,1.0,1.0,48214.28571428572
departamento en roma norte mx21-kn8813,"Cuauhtémoc, Distrito Federal",1470,depto,venta,4.0,19.4112713,-99.1633655,2.0,1.0,2.0,90.0,90.0,0.0,2428000.0,metros_cubicos,POINT (-99.1633655 19.4112713),12616,0901500011360,9,15,1,1360,Urbana,1723,492.0,13.0,90.0,219.0,5.0,1,2.0,2.0,90.0,90.0,26977.777777777777,26977.777777777777,1.0,1.0,26977.777777777777
"roma norte, departamento remate , cuauhtémoc ,cdmx","Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",1483,depto,venta,4.0,19.4112559,-99.1642982,2.0,1.0,2.0,68.0,68.0,0.0,2250000.0,metros_cubicos,POINT (-99.1642982 19.4112559),12616,0901500011360,9,15,1,1360,Urbana,1724,568.0,19.0,104.0,257.0,6.0,1,2.0,2.0,68.0,68.0,33088.23529411765,33088.23529411765,1.0,1.0,33088.23529411765
oportunidad de inmueble en roma norte,"Cuauhtémoc, Distrito Federal",1509,depto,venta,2.0,19.4114785,-99.1643187,1.0,1.0,2.0,70.0,70.0,40.0,3240000.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1725,563.0,20.0,102.0,257.0,6.0,1,1.0,2.0,70.0,70.0,46285.71428571428,46285.71428571428,1.0,1.0,46285.71428571428
"¡¡¡hermoso departamento en venta, en colonia roma!!! sf","Coahuila 159, Roma Norte, Cuauhtémoc, Distrito Federal",1576,depto,venta,5.0,19.4112713,-99.1633655,2.0,1.0,2.0,90.0,90.0,0.0,2428000.0,metros_cubicos,POINT (-99.1633655 19.4112713),12616,0901500011360,9,15,1,1360,Urbana,1726,492.0,13.0,90.0,219.0,5.0,1,2.0,2.0,90.0,90.0,26977.777777777777,26977.777777777777,1.0,1.0,26977.777777777777
¡¡oportunidad departamento en colonia roma nte ¡¡dip,"Coahuila 159, Roma Norte, Cuauhtémoc, Distrito Federal",1720,depto,venta,5.0,19.4112713,-99.1633655,2.0,1.0,2.0,90.0,90.0,15.0,2428000.0,metros_cubicos,POINT (-99.1633655 19.4112713),12616,0901500011360,9,15,1,1360,Urbana,1729,492.0,13.0,90.0,219.0,5.0,1,2.0,2.0,90.0,90.0,26977.777777777777,26977.777777777777,1.0,1.0,26977.777777777777
hermosos departamento en la roma norte,"Medellin 210, Roma Norte, Cuauhtémoc, Distrito Federal",1736,depto,venta,7.0,19.4114785,-99.1643187,2.0,1.0,3.0,83.0,83.0,0.0,2206000.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1730,563.0,20.0,102.0,257.0,6.0,1,2.0,3.0,83.0,83.0,26578.31325301205,26578.31325301205,1.0,1.0,26578.31325301205
departamento  en venta cerca plaza insurgentes nrm,"Medellin 210, Roma Norte, Cuauhtémoc, Distrito Federal",1757,depto,venta,7.0,19.4114785,-99.1643187,1.0,1.0,2.0,60.0,60.0,0.0,2206000.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1731,563.0,20.0,102.0,257.0,6.0,1,1.0,2.0,60.0,60.0,36766.666666666664,36766.666666666664,1.0,1.0,36766.666666666664
hermoso departamento en remate bancario roma norte cdmx oam,"Medellin 210, Roma Norte, Cuauhtémoc, Distrito Federal",1761,depto,venta,4.0,19.4114785,-99.1643187,1.0,1.0,2.0,56.0,56.0,0.0,2501108.0,metros_cubicos,POINT (-99.1643187 19.4114785),12616,0901500011360,9,15,1,1360,Urbana,1732,563.0,20.0,102.0,257.0,6.0,1,1.0,2.0,56.0,56.0,44662.642857142855,44662.642857142855,1.0,1.0,44662.642857142855
departamento en roma norte mx20-jr0437,"Cuauhtémoc, Distrito Federal",1890,depto,venta,4.0,19.4114263,-99.1643063,2.0,1.0,2.0,56.0,56.0,0.0,2839000.0,metros_cubicos,POINT (-99.16430630000001 19.4114263),12616,0901500011360,9,15,1,1360,Urbana,1736,565.0,20.0,102.0,258.0,6.0,1,2.0,2.0,56.0,56.0,50696.42857142857,50696.42857142857,1.0,1.0,50696.42857142857
departamento en roma norte exclusiva mx21-ju9049,"Cuauhtémoc, Distrito Federal",1910,depto,venta,4.0,19.4114263,-99.1643063,2.0,1.0,3.0,87.0,87.0,0.0,2336482.0,metros_cubicos,POINT (-99.16430630000001 19.4114263),12616,0901500011360,9,15,1,1360,Urbana,1737,565.0,20.0,102.0,258.0,6.0,1,2.0,3.0,87.0,87.0,26856.114942528737,26856.114942528737,1.0,1.0,26856.114942528737
departamento en venta en colonia roma norte adtrlv165 ,"Cuauhtémoc, Distrito Federal",1976,depto,venta,2.0,19.4114263,-99.1643063,1.0,1.0,2.0,56.0,56.0,0.0,2700000.0,metros_cubicos,POINT (-99.16430630000001 19.4114263),12616,0901500011360,9,15,1,1360,Urbana,1741,565.0,20.0,102.0,258.0,6.0,1,1.0,2.0,56.0,56.0,48214.28571428572,48214.28571428572,1.0,1.0,48214.28571428572
departamento en roma norte mx20-jl7027,"Cuauhtémoc, Distrito Federal",2014,depto,venta,4.0,19.4114263,-99.1643063,2.0,1.0,2.0,56.0,56.0,0.0,2336483.0,metros_cubicos,POINT (-99.16430630000001 19.4114263),12616,0901500011360,9,15,1,1360,Urbana,1742,565.0,20.0,102.0,258.0,6.0,1,2.0,2.0,56.0,56.0,41722.91071428572,41722.91071428572,1.0,1.0,41722.91071428572
"medellín 0, col. roma norte,  cuauhtémoc",,191,casa,venta,,19.41142,-99.1643,2.0,,2.0,56.0,56.0,,2700000.0,viva_anuncios,POINT (-99.1643 19.41142),12616,0901500011360,9,15,1,1360,Urbana,1743,566.0,20.0,102.0,258.0,6.0,0,2.0,2.0,56.0,56.0,48214.28571428572,48214.28571428572,1.0,1.0,48214.28571428572
"8011 coahuila, roma sur",,292,casa,venta,,19.41127,-99.16336,2.0,,2.0,87.0,87.0,,4750000.0,viva_anuncios,POINT (-99.16336 19.41127),12616,0901500011360,9,15,1,1360,Urbana,1744,492.0,13.0,90.0,219.0,5.0,0,2.0,2.0,87.0,87.0,54597.70114942529,54597.70114942529,1.0,1.0,54597.70114942529
departamento penthouse en venta en roma norte,,437,depto,venta,,19.4116,-99.16451,3.0,,4.0,,,,6000000.0,viva_anuncios,POINT (-99.16451000000001 19.4116),12616,0901500011360,9,15,1,1360,Urbana,1745,578.0,19.0,103.0,262.0,7.0,1,3.0,4.0,139.4,139.4,43041.6068866571,43041.6068866571,1.0,1.0,43041.6068866571
ultimos remates &#34;cuauhtemoc&#34; departamento en venta,,583,depto,venta,,19.41142,-99.1643,1.0,,2.0,65.0,65.0,,2753666.0,viva_anuncios,POINT (-99.1643 19.41142),12616,0901500011360,9,15,1,1360,Urbana,1746,566.0,20.0,102.0,258.0,6.0,1,1.0,2.0,65.0,65.0,42364.092307692306,42364.092307692306,1.0,1.0,42364.092307692306
departamento en venta en roma norte,,804,depto,venta,,19.41127,-99.16337,1.0,,2.0,80.0,80.0,,2128000.0,viva_anuncios,POINT (-99.16337 19.41127),12616,0901500011360,9,15,1,1360,Urbana,1748,492.0,13.0,90.0,219.0,5.0,1,1.0,2.0,80.0,80.0,26600.0,26600.0,1.0,1.0,26600.0
venta - departamento - coahuila - 112 m2 - piso 2,,934,depto,venta,,19.4109,-99.16426,2.0,,2.0,,,,5550000.0,viva_anuncios,POINT (-99.16426 19.4109),12616,0901500011360,9,15,1,1360,Urbana,1752,544.0,18.0,98.0,239.0,5.0,1,2.0,2.0,77.4,118.8,71705.42635658915,46717.17171717172,1.5348837209302324,0.6515151515151515,71705.42635658915
"departamento en venta en coahuila 188, col roma sur",,1013,depto,venta,,19.4109,-99.16426,2.0,,2.0,,,,5550000.0,viva_anuncios,POINT (-99.16426 19.4109),12616,0901500011360,9,15,1,1360,Urbana,1753,544.0,18.0,98.0,239.0,5.0,1,2.0,2.0,77.4,118.8,71705.42635658915,46717.17171717172,1.5348837209302324,0.6515151515151515,71705.42635658915
"12666 medellín, roma sur",,1037,casa,venta,,19.41089,-99.16425,2.0,,2.0,111.0,111.0,,5550000.0,viva_anuncios,POINT (-99.16425 19.41089),12616,0901500011360,9,15,1,1360,Urbana,1754,543.0,18.0,97.0,239.0,5.0,0,2.0,2.0,111.0,111.0,50000.0,50000.0,1.0,1.0,50000.0
"departamento en venta en  calle tonala ,roma norte . ru 22-1292  ","Roma Norte, Cuauhtémoc, Distrito Federal",91,depto,venta,29.0,19.4356338,-99.1495107,3.0,2.0,2.0,144.0,144.0,1.0,8584004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1755,372.0,7.0,55.0,56.0,4.0,1,3.0,2.0,144.0,144.0,59611.13888888889,59611.13888888889,1.0,1.0,59611.13888888889
"departamento en venta en calle colima,roma norte. ru 22-1855","Roma Norte, Cuauhtémoc, Distrito Federal",226,depto,venta,6.0,19.4356338,-99.1495107,3.0,2.0,3.0,162.0,162.0,0.0,10249474.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1756,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,162.0,162.0,63268.358024691355,63268.358024691355,1.0,1.0,63268.358024691355
"departamento en venta en calle colima,roma norte. ru 22-1883 ","Roma Norte, Cuauhtémoc, Distrito Federal",235,depto,venta,7.0,19.4356338,-99.1495107,2.0,1.0,2.0,167.0,167.0,0.0,8250004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1757,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,167.0,167.0,49401.22155688623,49401.22155688623,1.0,1.0,49401.22155688623
"departamento en venta en roma norte  2 hab,2 baños,2 cajones. f.m ","Roma Norte, Cuauhtémoc, Distrito Federal",590,depto,venta,4.0,19.4356338,-99.1495107,2.0,2.0,2.0,85.0,85.0,12.0,3995000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1759,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,85.0,85.0,47000.0,47000.0,1.0,1.0,47000.0
venta depa de lujo europeo en la roma df. cat22-947,"Roma Norte, Cuauhtémoc, Distrito Federal",697,depto,venta,4.0,19.4356338,-99.1495107,2.0,2.0,2.0,158.0,158.0,-1.0,10855180.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1760,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,158.0,158.0,68703.67088607595,68703.67088607595,1.0,1.0,68703.67088607595
departamento en roma norte mx21-jy8482,"Cuauhtémoc, Distrito Federal",805,depto,venta,4.0,19.4356338,-99.1495107,1.0,1.0,1.0,50.0,50.0,0.0,2336482.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1762,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,50.0,50.0,46729.64,46729.64,1.0,1.0,46729.64
"departamento en venta cuauhtémoc,roma norte gis.22-1664","Roma Norte, Cuauhtémoc, Distrito Federal",818,depto,venta,2.0,19.4356338,-99.1495107,2.0,1.0,2.0,71.0,71.0,2.0,4590000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1763,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,71.0,71.0,64647.887323943665,64647.887323943665,1.0,1.0,64647.887323943665
"venta departamento super remodelado en la roma, df! cat #21-4981","Roma Norte, Cuauhtémoc, Distrito Federal",826,depto,venta,4.0,19.4356338,-99.1495107,1.0,,1.0,60.0,60.0,41.0,3595000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1764,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,60.0,60.0,59916.666666666664,59916.666666666664,1.0,1.0,59916.666666666664
"departamento en venta roma norte, calle zacatecas. r.k","Roma Norte, Cuauhtémoc, Distrito Federal",843,depto,venta,3.0,19.4356338,-99.1495107,1.0,1.0,1.0,75.0,75.0,2.0,6500000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1765,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,75.0,75.0,86666.66666666667,86666.66666666667,1.0,1.0,86666.66666666667
"departamento en venta en  calle manzanillo,roma norte. ru22-1081 ","Roma Norte, Cuauhtémoc, Distrito Federal",852,depto,venta,3.0,19.4356338,-99.1495107,1.0,,1.0,42.0,42.0,41.0,2595004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1766,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,42.0,42.0,61785.80952380953,61785.80952380953,1.0,1.0,61785.80952380953
"departamento en venta roma norte, calle zacatecas 22-2024 .nc","Roma Norte, Cuauhtémoc, Distrito Federal",861,depto,venta,25.0,19.4356338,-99.1495107,3.0,2.0,3.0,284.0,284.0,2.0,12900005.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1767,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,284.0,284.0,45422.55281690141,45422.55281690141,1.0,1.0,45422.55281690141
departamento en venta en cuauhtémoc roma norte saro - dv21845,"Cuauhtémoc, Distrito Federal",898,depto,venta,29.0,19.4356338,-99.1495107,2.0,2.0,2.0,85.0,85.0,0.0,3995001.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1768,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,85.0,85.0,47000.01176470588,47000.01176470588,1.0,1.0,47000.01176470588
"departamento en venta roma norte, andador queretaro. mls #22-2102 r.k","Roma Norte, Cuauhtémoc, Distrito Federal",900,depto,venta,54.0,19.4356338,-99.1495107,3.0,2.0,3.0,151.0,151.0,1.0,10600000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1769,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,151.0,151.0,70198.67549668874,70198.67549668874,1.0,1.0,70198.67549668874
"departamento en venta en andador queretaro,roma norte. ru 22-2102 ","Roma Norte, Cuauhtémoc, Distrito Federal",903,depto,venta,2.0,19.4356338,-99.1495107,3.0,2.0,3.0,151.0,151.0,1.0,10800004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1770,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,151.0,151.0,71523.20529801324,71523.20529801324,1.0,1.0,71523.20529801324
"departamento en venta cuauhtémoc, roma norte gis.22-948","Roma Norte, Cuauhtémoc, Distrito Federal",909,depto,venta,3.0,19.4356338,-99.1495107,1.0,,1.0,60.0,60.0,41.0,3395000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1771,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,60.0,60.0,56583.333333333336,56583.333333333336,1.0,1.0,56583.333333333336
"departamento en venta cuauhtémoc, roma norte gis.22-2444","Roma Norte, Cuauhtémoc, Distrito Federal",918,depto,venta,51.0,19.4356338,-99.1495107,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1772,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,86.0,86.0,52267.441860465115,52267.441860465115,1.0,1.0,52267.441860465115
"departamento en venta cuauhtémoc, roma norte.   h.o ","Roma Norte, Cuauhtémoc, Distrito Federal",920,depto,venta,3.0,19.4356338,-99.1495107,1.0,,1.0,42.0,42.0,41.0,2595000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1773,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,42.0,42.0,61785.71428571428,61785.71428571428,1.0,1.0,61785.71428571428
"departamento en venta en calle cordoba,roma norte. ru 22-2444 ","Roma Norte, Cuauhtémoc, Distrito Federal",928,depto,venta,57.0,19.4356338,-99.1495107,2.0,1.0,3.0,86.0,86.0,34.0,4495004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1774,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,86.0,86.0,52267.48837209302,52267.48837209302,1.0,1.0,52267.48837209302
"departamento en venta cuauhtémoc, roma norte gis.22-945","Roma Norte, Cuauhtémoc, Distrito Federal",930,depto,venta,3.0,19.4356338,-99.1495107,2.0,2.0,2.0,163.0,163.0,0.0,9935982.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1775,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,163.0,163.0,60956.94478527607,60956.94478527607,1.0,1.0,60956.94478527607
departamento en venta córdoba roma norte cuauhtemoc ro - dv21361,"Cuauhtémoc, Distrito Federal",944,depto,venta,29.0,19.4356338,-99.1495107,2.0,1.0,3.0,86.0,86.0,0.0,4494001.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1777,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,86.0,86.0,52255.82558139535,52255.82558139535,1.0,1.0,52255.82558139535
" departamento en venta en cuauhtémoc,roma norte gis. 22-2444","Roma Norte, Cuauhtémoc, Distrito Federal",946,depto,venta,1.0,19.4356338,-99.1495107,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1778,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,86.0,86.0,52267.441860465115,52267.441860465115,1.0,1.0,52267.441860465115
"departamento en venta en cuauhtémoc ,roma norte gis. 21-1897","Roma Norte, Cuauhtémoc, Distrito Federal",949,depto,venta,3.0,19.4356338,-99.1495107,2.0,1.0,1.0,67.0,67.0,2.0,4278000.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1779,372.0,7.0,55.0,56.0,4.0,1,2.0,1.0,67.0,67.0,63850.746268656716,63850.746268656716,1.0,1.0,63850.746268656716
"departamento en venta roma norte, calle cordoba 22-2444. nc ","Roma Norte, Cuauhtémoc, Distrito Federal",962,depto,venta,48.0,19.4356338,-99.1495107,1.0,2.0,3.0,86.0,86.0,34.0,4495005.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1780,372.0,7.0,55.0,56.0,4.0,1,1.0,3.0,86.0,86.0,52267.5,52267.5,1.0,1.0,52267.5
"departamento en venta en calle zacatecas,roma norte . ru 22-2024 ","Roma Norte, Cuauhtémoc, Distrito Federal",963,depto,venta,48.0,19.4356338,-99.1495107,3.0,2.0,3.0,284.0,284.0,1.0,12900004.0,metros_cubicos,POINT (-99.14951069999999 19.4356338),12639,0901500010729,9,15,1,0729,Urbana,1781,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,284.0,284.0,45422.54929577465,45422.54929577465,1.0,1.0,45422.54929577465
