main_name,subtitle,link,location,id,price_mod,price_currency,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final
#009-20 Remate De Casa Grande! Roma Norte Benito Juarez. Propiedad Para Invertir!!!,Casa en venta,https://casa.metroscubicos.com/MLM-1378841278-009-20-remate-de-casa-grande-roma-norte-benito-juarez-propiedad-para-invertir-_JM#position=11&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Nicolás San Juan 235, Código 2, Colonia Del Valle Centro, Ciudad De México, Cdmx, México, Del Valle Norte, Benito Juárez, Distrito Federal",251,829000.0,pesos,casa,venta,1,19.3992758,-99.1608756,3,2,3,241.0,190.0,0.0,829000.0
"Departamento En Venta  Col. Roma Norte, Condesa",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379536891-departamento-en-venta-col-roma-norte-condesa-_JM#position=13&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Avenida Álvaro Obregón 120, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",253,4290000.0,pesos,depto,venta,1,19.417855,-99.1602101,1,,2,90.0,90.0,62.0,4290000.0
"#009-20 Remate Bancario, Casa En Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!",Casa en venta,https://casa.metroscubicos.com/MLM-1378874438-009-20-remate-bancario-casa-en-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=17&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Córdoba 199, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",257,900000.0,pesos,casa,venta,1,19.4140654,-99.1575447,3,2,4,372.0,220.0,0.0,900000.0
Departamento En Cerrada De Colima Número 5,Departamento en renta,https://departamento.metroscubicos.com/MLM-1330423390-departamento-en-cerrada-de-colima-numero-5-_JM#position=18&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cerrada De Colima  5, Roma Norte, Cuauhtémoc, Distrito Federal",258,9000.0,pesos,depto,renta,6,19.4211937,-99.157191,1,,2,58.0,58.0,40.0,9000.0
Habitación En Renta Colonia Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1321637517-habitacion-en-renta-colonia-roma-norte-_JM#position=19&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Chiapas  31, Roma Norte, Cuauhtémoc, Distrito Federal",259,6500.0,pesos,depto,renta,4,19.413791,-99.1563072,3,,4,180.0,180.0,0.0,6500.0
"Departamento En Renta Roma, Cuauhtémoc | Jardín Pushkin | Condesa | Insurgentes",Departamento en renta,https://departamento.metroscubicos.com/MLM-1317767290-departamento-en-renta-roma-cuauhtemoc-jardin-pushkin-condesa-insurgentes-_JM#position=20&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Colima 82, Depto. 201, Roma Norte, Cuauhtémoc, Distrito Federal",260,16500.0,pesos,depto,renta,4,19.4205483,-99.1568315,1,1,1,54.28,54.28,70.0,16500.0
"Magnífica Ubicación, Tabasco",Departamento en renta,https://departamento.metroscubicos.com/MLM-1324005869-magnifica-ubicacion-tabasco-_JM#position=21&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",261,15000.0,pesos,depto,renta,4,19.4181823,-99.165573,2,1,3,90.0,90.0,20.0,15000.0
Veracruz,Departamento en renta,https://departamento.metroscubicos.com/MLM-1351628767-veracruz-_JM#position=22&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",262,10000.0,pesos,depto,renta,2,19.4180125,-99.1748189,1,,1,55.0,55.0,30.0,10000.0
Casa En La Colonia Roma,Casa en renta,https://casa.metroscubicos.com/MLM-963444132-casa-en-la-colonia-roma-_JM#position=23&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Chihuahua 220, Roma Norte, Cuauhtémoc, Distrito Federal",263,18000.0,pesos,casa,renta,5,19.4165232,-99.1642517,1,,2,50.0,100.0,20.0,18000.0
"Ocotlán, Roma Norte",Casa en venta,https://casa.metroscubicos.com/MLM-1321741575-ocotlan-roma-norte-_JM#position=24&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Ocotlan, Roma Norte, Cuauhtémoc, Distrito Federal",264,14500000.0,pesos,casa,venta,4,19.4216027,-99.1694198,3,1,3,150.0,235.0,91.0,14500000.0
Renta Departamento En Colonia Roma El Mejor Lugar Para Vivir,Departamento en renta,https://departamento.metroscubicos.com/MLM-962975524-renta-departamento-en-colonia-roma-el-mejor-lugar-para-vivir-_JM#position=25&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"San Luis Potosí 129, Roma Norte, Cuauhtémoc, Distrito Federal",265,15000.0,pesos,depto,renta,6,19.413991,-99.160745,1,,2,80.0,80.0,0.0,15000.0
Departamento En Renta En Roma Norte 22178nc,Departamento en renta,https://departamento.metroscubicos.com/MLM-1320498694-departamento-en-renta-en-roma-norte-22178nc-_JM#position=27&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Roma Norte, Cuauhtémoc, Distrito Federal",267,18000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,3,140.0,140.0,0.0,18000.0
"Renta Departamento Roma Norte $30,000",Departamento en renta,https://departamento.metroscubicos.com/MLM-927065574-renta-departamento-roma-norte-30000-_JM#position=28&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cozumel, Roma Norte, Cuauhtémoc, Distrito Federal",268,30000.0,pesos,depto,renta,8,19.4172178,-99.1706047,2,,1,119.0,119.0,0.0,30000.0
"Departamento En Renta, Roma Norte, Cdmx",Departamento en renta,https://departamento.metroscubicos.com/MLM-1363286415-departamento-en-renta-roma-norte-cdmx-_JM#position=29&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Roma Norte, Cuauhtémoc, Distrito Federal",269,21000.0,pesos,depto,renta,,19.424787,-99.174499,2,1,2,85.0,85.0,0.0,21000.0
Espectacular Loft Amueblado,Departamento en renta,https://departamento.metroscubicos.com/MLM-924319409-espectacular-loft-amueblado-_JM#position=30&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Sinaloa 179, Roma Norte, Cuauhtémoc, Distrito Federal",270,18000.0,pesos,depto,renta,8,19.4198868,-99.1720176,1,1,,50.0,50.0,5.0,18000.0
Departamento 3 Recamaras Col. Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-875386731-departamento-3-recamaras-col-roma-norte-_JM#position=31&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Roma Norte, Cuauhtémoc, Distrito Federal",271,8500000.0,pesos,depto,venta,,19.410758,-99.1684745,2,1,3,160.0,160.0,0.0,8500000.0
Vende Precioso Penthouse Con Acabados De Lujo En La Colonia Roma  Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1334534535-vende-precioso-penthouse-con-acabados-de-lujo-en-la-colonia-roma-norte-_JM#position=32&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Tabasco 122, Roma Norte, Cuauhtémoc, Distrito Federal",272,15000000.0,pesos,depto,venta,3,19.4193454,-99.1580477,2,,2,267.0,0.0,0.0,15000000.0
"Córdoba, Roma Norte",Casa en venta,https://casa.metroscubicos.com/MLM-934350156-cordoba-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",273,7450000.0,pesos,casa,venta,7,19.4181605,-99.1584569,3,,5,171.0,151.0,2.0,7450000.0
Renta Departamento Roma Norte Entrada Directa De La Calle,Departamento en renta,https://departamento.metroscubicos.com/MLM-1370188591-renta-departamento-roma-norte-entrada-directa-de-la-calle-_JM#position=34&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Chihuahua 69, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",274,13000.0,pesos,depto,renta,19,19.4180754,-99.1574104,1,,2,90.0,90.0,42.0,13000.0
Amplio Y Bonito Departamento!!,Departamento en renta,https://departamento.metroscubicos.com/MLM-924356845-amplio-y-bonito-departamento-_JM#position=35&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Acapulco, Roma Norte, Cuauhtémoc, Distrito Federal",275,22000.0,pesos,depto,renta,8,19.4196247,-99.1743387,3,1,2,143.0,122.0,27.0,22000.0
"Precioso Departamento Amueblado En Renta, Col. Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1364412421-precioso-departamento-amueblado-en-renta-col-roma-norte-_JM#position=36&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",276,26000.0,pesos,depto,renta,35,19.416902,-99.1608338,3,1,2,100.0,100.0,0.0,26000.0
Penthouse En Colonia Roma De 2 Recamaras.,Departamento en venta,https://departamento.metroscubicos.com/MLM-857575154-penthouse-en-colonia-roma-de-2-recamaras-_JM#position=38&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Roma Norte, Cuauhtémoc, Distrito Federal",278,13000000.0,pesos,depto,venta,,19.4195256,-99.162549,2,2,2,276.0,276.0,9.0,13000000.0
Casa En Venta  Roma Norte,Casa en venta,https://casa.metroscubicos.com/MLM-1321791020-casa-en-venta-roma-norte-_JM#position=40&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Monterrey 00, Roma Norte, Cuauhtémoc, Distrito Federal",280,32000000.0,pesos,casa,venta,4,19.414149,-99.1645398,8,4,8,213.0,565.0,70.0,32000000.0
"Venta Casa En Plaza Rio De Janeiro, Roma Norte",Casa en venta,https://casa.metroscubicos.com/MLM-1315517932-venta-casa-en-plaza-rio-de-janeiro-roma-norte-_JM#position=42&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Plaza Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal",282,38000000.0,pesos,casa,venta,4,19.4206946,-99.1597601,7,1,8,209.0,481.0,0.0,38000000.0
"Renta Moderno Depto. Con Inmejorable Ubicación, Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-809980334-renta-moderno-depto-con-inmejorable-ubicacion-roma-norte-_JM#position=43&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Acapulco 37, Roma Norte, Cuauhtémoc, Distrito Federal",283,25000.0,pesos,depto,renta,1,19.4193691,-99.1743199,3,2,3,105.0,105.0,0.0,25000.0
Departamento En Roma Norte Mx20-jl7651,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317740699-departamento-en-roma-norte-mx20-jl7651-_JM#position=44&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cuauhtémoc, Distrito Federal",284,1808000.0,pesos,depto,venta,4,19.424552,-99.1583314,2,1,2,70.0,70.0,0.0,1808000.0
Departamento 3 Recamaras Col. Roma Norte Cuauhtemoc,Departamento en venta,https://departamento.metroscubicos.com/MLM-875381151-departamento-3-recamaras-col-roma-norte-cuauhtemoc-_JM#position=45&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Roma Norte, Cuauhtémoc, Distrito Federal",285,8000000.0,pesos,depto,venta,,19.416758,-99.1624745,2,1,3,150.0,150.0,0.0,8000000.0
"Casa En Renta, Colonia Roma Norte Con 4 Recámaras. Odc-0202",Casa en renta,https://casa.metroscubicos.com/MLM-893283341-casa-en-renta-colonia-roma-norte-con-4-recamaras-odc-0202-_JM#position=47&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Monterrey 0, Roma Norte, Cuauhtémoc, Distrito Federal",287,45000.0,pesos,casa,renta,1,19.4195256,-99.162549,3,,4,154.0,255.0,1910.0,45000.0
"Rav10254, Roma Norte, Departamento En Venta",Departamento en venta,https://departamento.metroscubicos.com/MLM-1330486348-rav10254-roma-norte-departamento-en-venta-_JM#position=48&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",288,4500000.0,pesos,depto,venta,3,19.4161573,-99.1575643,2,2,2,90.0,90.0,7.0,4500000.0
"Departamento En Yucatan, Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1315675102-departamento-en-yucatan-roma-norte-_JM#position=1&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Yucatán 132, Roma Norte, Cuauhtémoc, Distrito Federal",289,18000.0,pesos,depto,renta,4,19.4130842,-99.1608389,2,2,2,104.0,104.0,18.0,18000.0
"Impecable Departamento En Renta, Frente A  La Plaza Luis Cabrera, Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1364537132-impecable-departamento-en-renta-frente-a-la-plaza-luis-cabrera-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Plaza Luis Cabrera, Roma Norte, Cuauhtémoc, Distrito Federal",290,17000.0,pesos,depto,renta,35,19.4164444,-99.1588867,1,1,2,63.0,63.0,23.0,17000.0
Casa En Venta,Casa en venta,https://casa.metroscubicos.com/MLM-954329846-casa-en-venta-_JM#position=3&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",291,20000000.0,pesos,casa,venta,6,19.4125039,-99.1624249,3,3,,199.0,374.0,30.0,20000000.0
"Uh Departamento En Renta, Roma Norte. Sobre Av. Principal",Departamento en renta,https://departamento.metroscubicos.com/MLM-1359444748-uh-departamento-en-renta-roma-norte-sobre-av-principal-_JM#position=4&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Avenida Oaxaca 1, Roma Norte, Cuauhtémoc, Distrito Federal",292,21000.0,pesos,depto,renta,2,19.41991,-99.1662471,1,,2,90.0,90.0,0.0,21000.0
"Departamento En Roma Norte, Cuauhtémoc Con 4 Recámaras, 192 M², Id: 44859",Departamento en venta,https://departamento.metroscubicos.com/MLM-1364848176-departamento-en-roma-norte-cuauhtemoc-con-4-recamaras-192-m-id-44859-_JM#position=5&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",293,5000000.0,pesos,depto,venta,,19.4200114,-99.1554958,2,1,4,192.0,192.0,39.0,5000000.0
Penthouse En Colonia Roma De 2 Recamaras.,Departamento en venta,https://departamento.metroscubicos.com/MLM-1360455625-penthouse-en-colonia-roma-de-2-recamaras-_JM#position=6&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Roma Norte, Cuauhtémoc, Distrito Federal",294,13000000.0,pesos,depto,venta,48,19.4195256,-99.162549,2,2,2,276.0,276.0,8.0,13000000.0
Departamento En Esquina Cerca De Corredor Gastronómico Álvaro Obregón,Departamento en venta,https://departamento.metroscubicos.com/MLM-924397340-departamento-en-esquina-cerca-de-corredor-gastronomico-alvaro-obregon-_JM#position=7&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Chihuahua 60, Roma Norte, Cuauhtémoc, Distrito Federal",295,3790000.0,pesos,depto,venta,8,19.417918,-99.1569917,1,1,2,88.9,88.9,34.0,3790000.0
Córdoba Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317121782-cordoba-roma-norte-_JM#position=8&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",296,4774000.0,pesos,depto,venta,,19.412476,-99.157258,1,1,1,63.0,63.0,0.0,4774000.0
Departamento 3 Recamaras Col. Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1360416936-departamento-3-recamaras-col-roma-norte-_JM#position=9&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",297,8500000.0,pesos,depto,venta,48,19.413758,-99.1654745,2,1,3,160.0,160.0,0.0,8500000.0
Si Buscas Recámaras Grandes...,Departamento en renta,https://departamento.metroscubicos.com/MLM-1331995071-si-buscas-recamaras-grandes-_JM#position=10&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",298,21500.0,pesos,depto,renta,3,19.4138399,-99.1617242,2,2,2,110.0,110.0,3.0,21500.0
"Departamento En Roma Norte, Cuauhtémoc Con 2 Recámaras, 109 M², Id: 60556",Departamento en venta,https://departamento.metroscubicos.com/MLM-1375798350-departamento-en-roma-norte-cuauhtemoc-con-2-recamaras-109-m-id-60556-_JM#position=11&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Medellín, Roma Norte, Cuauhtémoc, Distrito Federal",299,6950000.0,pesos,depto,venta,,19.4207309,-99.1667851,2,2,2,109.0,109.0,20.0,6950000.0
Venta Departamento Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1335552974-venta-departamento-roma-norte-_JM#position=12&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",300,5950000.0,pesos,depto,venta,3,19.4214968,-99.165573,2,2,3,93.0,93.0,10.0,5950000.0
"Departamento En Venta En Roma Norte, Cuauhtémoc. Rav-193",Departamento en venta,https://departamento.metroscubicos.com/MLM-942033683-departamento-en-venta-en-roma-norte-cuauhtemoc-rav-193-_JM#position=13&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Morelia, Roma Norte, Cuauhtémoc, Distrito Federal",301,4618000.0,pesos,depto,venta,7,19.4228023,-99.1561449,2,2,3,102.0,102.0,15.0,4618000.0
"Tabasco, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1362898156-tabasco-roma-norte-_JM#position=14&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Roma Norte, Cuauhtémoc, Distrito Federal",302,12500000.0,pesos,depto,venta,40,19.4208488,-99.1593324,2,2,2,215.0,215.0,3.0,12500000.0
"Oportunidad De Venta, Departamento Roma Norte $4,500,000",Departamento en venta,https://departamento.metroscubicos.com/MLM-1340401964-oportunidad-de-venta-departamento-roma-norte-4500000-_JM#position=15&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Avenida Álvaro Obregón 42, Roma Norte, Cuauhtémoc, Distrito Federal",303,4500000.0,pesos,depto,venta,3,19.419525,-99.162549,2,,2,90.0,90.0,0.0,4500000.0
Departamento 3 Recamaras Col. Roma Norte Cuauhtemoc,Departamento en venta,https://departamento.metroscubicos.com/MLM-1360436269-departamento-3-recamaras-col-roma-norte-cuauhtemoc-_JM#position=16&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",304,8000000.0,pesos,depto,venta,48,19.413758,-99.1654745,2,1,3,150.0,150.0,0.0,8000000.0
Venta Departamento Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1335565928-venta-departamento-roma-norte-_JM#position=18&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Venta Departamento, Roma Sur, Cuauhtémoc, Distrito Federal",306,5950000.0,pesos,depto,venta,3,19.4214968,-99.165573,2,2,3,93.0,93.0,10.0,5950000.0
"Departamento En Venta, Roma Norte, Cdmx",Departamento en venta,https://departamento.metroscubicos.com/MLM-1305277016-departamento-en-venta-roma-norte-cdmx-_JM#position=19&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Roma Norte, Cuauhtémoc, Distrito Federal",307,4695000.0,pesos,depto,venta,,19.420787,-99.178499,2,1,2,85.0,85.0,0.0,4695000.0
Porfiriano House For Sale On A Great Street,Casa en venta,https://casa.metroscubicos.com/MLM-1358069106-porfiriano-house-for-sale-on-a-great-street-_JM#position=21&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal",309,14800000.0,pesos,casa,venta,55,19.4175607,-99.1585603,2,,3,125.0,255.0,0.0,14800000.0
"Casa En Roma Norte, Cuauhtémoc Con 3 Recámaras, 475 M², Id: 59357",Casa en venta,https://casa.metroscubicos.com/MLM-1375823593-casa-en-roma-norte-cuauhtemoc-con-3-recamaras-475-m-id-59357-_JM#position=22&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Morelia, Roma Norte, Cuauhtémoc, Distrito Federal",310,20000000.0,pesos,casa,venta,,19.4217498,-99.1552313,1,3,3,278.0,475.0,0.0,20000000.0
"Se Renta Departamento En Av. Chapultepec, Roma Norte, Cuauhtémoc.",Departamento en renta,https://departamento.metroscubicos.com/MLM-1369913000-se-renta-departamento-en-av-chapultepec-roma-norte-cuauhtemoc-_JM#position=23&search_layout=grid&type=item&tracking_id=d0018fab-fc5a-45db-b908-5200e29503cc,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Insurgentes, Reforma, Av. Cuauhtémoc, Balderas., Cuauhtémoc, Distrito Federal",311,12500.0,pesos,depto,renta,20,19.4245959,-99.157884,1,,3,80.0,80.0,0.0,12500.0
